Donor,Location Name,FID of the park,Zone,Location latitude,Location longitude,Unique ID of the Percolation well,Percolation well latitude,Percolation well longitude,,,,,,,,
Target Corporation,Raghuvana Park,,East Zone,,,T26,13.03987,77.57774,,,,,,,,
Target Corporation,Central Excise Layout Park,,East Zone,,,TA24,13.03923,77.57978,,,,,,,,
Target Corporation,Central Excise Layout Park,,East Zone,,,TA25,13.0391,77.57974,,,,,,,,
Target Corporation,Central Excise Layout Park,,East Zone,,,TA27,13.03907,77.57986,,,,,,,,
Mphasis,Doordarshan Kendra,,East Zone,,,M-185,13.01035,77.59141,,,,,,,,
Mphasis,Doordarshan Kendra,,East Zone,,,M-186,13.00872,77.59248,,,,,,,,
Mphasis,Doordarshan Kendra,,East Zone,,,M-187,13.00889,77.59243,,,,,,,,
Mphasis,Doordarshan Kendra,,East Zone,,,M-188,13.01,77.59179,,,,,,,,
Mphasis,Doordarshan Kendra,,East Zone,,,M-189,13.00892,77.59217,,,,,,,,
Northern Trust,Sakalavara- Nimhans,,South zone,,,PW-01,12.82394,77.60254,,,,,,,,
Northern Trust,Sakalavara- Nimhans,,South zone,,,PW-02,12.82406,77.60213,,,,,,,,
Northern Trust,Sakalavara- Nimhans,,South zone,,,PW-03,12.82393,77.60261,,,,,,,,
Northern Trust,Sakalavara- Nimhans,,South zone,,,PW-04,12.82397,77.60265,,,,,,,,
Northern Trust,Sakalavara- Nimhans,,South zone,,,PW-05,12.82402,77.60256,,,,,,,,
Northern Trust,Sakalavara- Nimhans,,South zone,,,PW-06,12.82395,77.60268,,,,,,,,
Northern Trust,Sakalavara- Nimhans,,South zone,,,PW-07,12.82392,77.60269,,,,,,,,
Northern Trust,Sakalavara- Nimhans,,South zone,,,PW-08,12.82388,77.60283,,,,,,,,
Northern Trust,Sakalavara- Nimhans,,South zone,,,PW-09,12.82393,77.60286,,,,,,,,
Northern Trust,Sakalavara- Nimhans,,South zone,,,PW-10,12.82391,77.60285,,,,,,,,
Northern Trust,Sakalavara- Nimhans,,South zone,,,PW-11,12.82386,77.60293,,,,,,,,
Northern Trust,Sakalavara- Nimhans,,South zone,,,PW-12,12.82388,77.60297,,,,,,,,
Northern Trust,Sakalavara- Nimhans,,South zone,,,PW-13,12.82393,77.6021,,,,,,,,
Northern Trust,Sakalavara- Nimhans,,South zone,,,PW-14,12.82387,77.60301,,,,,,,,
Northern Trust,Sakalavara- Nimhans,,South zone,,,PW-15,12.82384,77.60308,,,,,,,,
Northern Trust,Sakalavara- Nimhans,,South zone,,,PW-16,12.82386,77.60316,,,,,,,,
Northern Trust,Sakalavara- Nimhans,,South zone,,,PW-17,12.82383,77.60315,,,,,,,,
Northern Trust,Sakalavara- Nimhans,,South zone,,,PW-18,12.8238,77.60326,,,,,,,,
Northern Trust,Sakalavara- Nimhans,,South zone,,,PW-19,12.82382,77.60327,,,,,,,,
Northern Trust,Sakalavara- Nimhans,,South zone,,,PW-20,12.82382,77.6033,,,,,,,,
Northern Trust,Sakalavara- Nimhans,,South zone,,,PW-21,12.82379,77.60335,,,,,,,,
Northern Trust,Sakalavara- Nimhans,,South zone,,,PW-22,12.8238,77.60342,,,,,,,,
Northern Trust,Sakalavara- Nimhans,,South zone,,,PW-23,12.82394,77.60359,,,,,,,,
Northern Trust,Sakalavara- Nimhans,,South zone,,,PW-24,12.82386,77.60205,,,,,,,,
Northern Trust,Sakalavara- Nimhans,,South zone,,,PW-25,12.82397,77.60335,,,,,,,,
Northern Trust,Sakalavara- Nimhans,,South zone,,,PW-26,12.824,77.6031,,,,,,,,
Northern Trust,Sakalavara- Nimhans,,South zone,,,PW-27,12.824,77.60302,,,,,,,,
Northern Trust,Sakalavara- Nimhans,,South zone,,,PW-28,12.82408,77.60271,,,,,,,,
Northern Trust,Sakalavara- Nimhans,,South zone,,,PW-29,12.82413,77.6023,,,,,,,,
Northern Trust,Sakalavara- Nimhans,,South zone,,,PW-30,12.8242,77.60215,,,,,,,,
Northern Trust,Sakalavara- Nimhans,,South zone,,,PW-31,12.8241,77.60184,,,,,,,,
Northern Trust,Sakalavara- Nimhans,,South zone,,,PW-32,12.82419,77.60179,,,,,,,,
Northern Trust,Sakalavara- Nimhans,,South zone,,,PW-33,12.82426,77.60185,,,,,,,,
Northern Trust,Sakalavara- Nimhans,,South zone,,,PW-34,12.8236,77.60163,,,,,,,,
Northern Trust,Sakalavara- Nimhans,,South zone,,,PW-35,12.82403,77.6022,,,,,,,,
Northern Trust,Sakalavara- Nimhans,,South zone,,,PW-36,12.82367,77.60155,,,,,,,,
Northern Trust,Sakalavara- Nimhans,,South zone,,,PW-37,12.82374,77.60159,,,,,,,,
Northern Trust,Sakalavara- Nimhans,,South zone,,,PW-38,12.82374,77.60185,,,,,,,,
Northern Trust,Sakalavara- Nimhans,,South zone,,,PW-39,12.8237,77.60199,,,,,,,,
Northern Trust,Sakalavara- Nimhans,,South zone,,,PW-40,12.82378,77.60201,,,,,,,,
Northern Trust,Sakalavara- Nimhans,,South zone,,,PW-41,12.82463,77.60251,,,,,,,,
Northern Trust,Sakalavara- Nimhans,,South zone,,,PW-42,12.82465,77.60245,,,,,,,,
Northern Trust,Sakalavara- Nimhans,,South zone,,,PW-43,12.82468,77.60246,,,,,,,,
Northern Trust,Sakalavara- Nimhans,,South zone,,,PW-44,12.82473,77.60244,,,,,,,,
Northern Trust,Sakalavara- Nimhans,,South zone,,,PW-45,12.82472,77.60247,,,,,,,,
Northern Trust,Sakalavara- Nimhans,,South zone,,,PW-46,12.82401,77.6022,,,,,,,,
Northern Trust,Sakalavara- Nimhans,,South zone,,,PW-47,12.824,77.60227,,,,,,,,
Northern Trust,Sakalavara- Nimhans,,South zone,,,PW-48,12.82398,77.60231,,,,,,,,
Northern Trust,Sakalavara- Nimhans,,South zone,,,PW-49,12.82398,77.60239,,,,,,,,
Northern Trust,Sakalavara- Nimhans,,South zone,,,PW-50,12.82396,77.60243,,,,,,,,
Broadcom,St Joseph Nivas School,,Bommanahalli Zone,,,B-219,12.84997,77.5969,,,,,,,,
Broadcom,St Joseph Nivas School,,Bommanahalli Zone,,,B-220,12.85007,77.59702,,,,,,,,
Broadcom,St Joseph Nivas School,,Bommanahalli Zone,,,B-221,12.85012,77.59703,,,,,,,,
Broadcom,St Joseph Nivas School,,Bommanahalli Zone,,,B-222,12.85024,77.59706,,,,,,,,
Broadcom,St Joseph Nivas School,,Bommanahalli Zone,,,B-223,12.8503,77.59711,,,,,,,,
Broadcom,St Joseph Nivas School,,Bommanahalli Zone,,,B-224,12.85034,77.59714,,,,,,,,
Deloitte India,Nehru Park,,West Zone,,,D-163,12.98841,77.57624,,,,,,,,
Deloitte India,Nehru Park,,West Zone,,,D-164,12.98819,77.57614,,,,,,,,
Deloitte India,Nehru Park,,West Zone,,,D-161,12.98865,77.57559,,,,,,,,
Deloitte India,Nehru Park,,West Zone,,,D-162,12.98836,77.57603,,,,,,,,
Deloitte India,Elephant Park,,West Zone,,,D-152,13.00012,77.5704,,,,,,,,
Deloitte India,Elephant Park,,West Zone,,,D-153,12.99999,77.57029,,,,,,,,
Deloitte India,Elephant Park,,West Zone,,,D-154,13.00011,77.57056,,,,,,,,
Deloitte India,Elephant Park,,West Zone,,,D-155,12.99998,77.57047,,,,,,,,
Broadcom,St Joseph Nivas School,,Bommanahalli Zone,,,B-225,12.8504,77.59716,,,,,,,,
Broadcom,St Joseph Nivas School,,Bommanahalli Zone,,,B-226,12.85042,77.5972,,,,,,,,
Broadcom,St Joseph Nivas School,,Bommanahalli Zone,,,B-227,12.85034,77.59741,,,,,,,,
Broadcom,St Joseph Nivas School,,Bommanahalli Zone,,,B-228,12.85037,77.59737,,,,,,,,
Deloitte India,Malleshwaram Valmiki Park,,West Zone,,,D-159,13.00628,77.57021,,,,,,,,
Deloitte India,Malleshwaram Valmiki Park,,West Zone,,,D-160,13.00618,77.57027,,,,,,,,
Deloitte India,Malleshwaram Valmiki Park,,West Zone,,,D-169,13.00601,77.57,,,,,,,,
Deloitte India,Gokak chaluvali Park,,West Zone,,,D-137,13.00854,77.57152,,,,,,,,
Deloitte India,Gokak chaluvali Park,,West Zone,,,D-138,13.00856,77.57139,,,,,,,,
Deloitte India,Gokak chaluvali Park,,West Zone,,,D-139,13.00881,77.57138,,,,,,,,
Deloitte India,Shankara Charya Park,,West Zone,,,D-125,13.00202,77.56314,,,,,,,,
Deloitte India,Shankara Charya Park,,West Zone,,,D-126,13.00196,77.56311,,,,,,,,
Deloitte India,Dhobhi Ghat Park,,West Zone,,,D-30,12.9869,77.55046,,,,,,,,
Deloitte India,Shivanagar Park,,West Zone,,,D-23,12.99346,77.54998,,,,,,,,
Deloitte India,Shivanagar Park,,West Zone,,,D-24,12.99343,77.55032,,,,,,,,
Deloitte India,Shivanagar Park,,West Zone,,,D-26,12.99235,77.55039,,,,,,,,
Deloitte India,Shivanagar Park,,West Zone,,,D-27,12.99338,77.54983,,,,,,,,
Deloitte India,Shivanagar Park,,West Zone,,,D-29,12.99323,77.55043,,,,,,,,
Deloitte India,Shivanagar Park,,West Zone,,,D-25,12.99327,77.54983,,,,,,,,
Deloitte India,Shivanagar Park,,West Zone,,,D-28,12.99315,77.54988,,,,,,,,
Deloitte India,Netaji Subhash Chandra Bose park and playground,,West Zone,,,D-14,12.99172,77.54381,,,,,,,,
Deloitte India,Netaji Subhash Chandra Bose park and playground,,West Zone,,,D-15,12.99172,77.54397,,,,,,,,
Deloitte India,Netaji Subhash Chandra Bose park and playground,,West Zone,,,D-19,12.99119,77.54449,,,,,,,,
Deloitte India,Netaji Subhash Chandra Bose park and playground,,West Zone,,,D-16,12.99155,77.54316,,,,,,,,
Deloitte India,Netaji Subhash Chandra Bose park and playground,,West Zone,,,D-17,12.9915,77.54324,,,,,,,,
Deloitte India,Netaji Subhash Chandra Bose park and playground,,West Zone,,,D-18,12.99143,77.54357,,,,,,,,
Deloitte India,Netaji Subhash Chandra Bose park and playground,,West Zone,,,D-20,12.99146,77.54369,,,,,,,,
Deloitte India,Netaji Subhash Chandra Bose park and playground,,West Zone,,,D-21,12.99162,77.54381,,,,,,,,
Deloitte India,Netaji Subhash Chandra Bose park and playground,,West Zone,,,D-22,12.99159,77.5444,,,,,,,,
Deloitte India,Gayathri housing society Park(Siddappaji),,West Zone,,,D-03,12.99563,77.54383,,,,,,,,
Deloitte India,Gayathri housing society Park(Siddappaji),,West Zone,,,D-01,12.99556,77.54381,,,,,,,,
Deloitte India,Gayathri housing society Park(Siddappaji),,West Zone,,,D-02,12.99554,77.54422,,,,,,,,
Deloitte India,LIC Colony Park (Akkamahadevi park),,West Zone,,,D-05,12.99604,77.54293,,,,,,,,
Deloitte India,LIC Colony Park (Akkamahadevi park),,West Zone,,,D-04,12.99573,77.54289,,,,,,,,
Deloitte India,Sir. M vishweshwaraiah Park University layout,,West Zone,,,D-12,12.99603,77.54132,,,,,,,,
Deloitte India,Sir. M vishweshwaraiah Park University layout,,West Zone,,,D-13,12.99583,77.5415,,,,,,,,
Deloitte India,Bharatharatna Sir M Vishveshwaraiah Park Rajajinagar,,West Zone,,,D-203,12.99778,77.54902,,,,,,,,
Deloitte India,Bharatharatna Sir M Vishveshwaraiah Park Rajajinagar,,West Zone,,,D-204,12.99774,77.54904,,,,,,,,
Deloitte India,Bharatharatna Sir M Vishveshwaraiah Park Rajajinagar,,West Zone,,,D-205,12.99779,77.54908,,,,,,,,
Deloitte India,Kirloskar Colony Park,,West Zone,,,D-45,12.99677,77.53745,,,,,,,,
Deloitte India,Kirloskar Colony Park,,West Zone,,,D-46,12.99676,77.53762,,,,,,,,
Deloitte India,S B I Colony Park,,West Zone,,,D-10,12.99155,77.53467,,,,,,,,
Deloitte India,S B I Colony Park,,West Zone,,,D-11,12.99138,77.5347,,,,,,,,
Deloitte India,Mahalakshmi Layout Pipeline Park 2,,West Zone,,,D-196,13.00022,77.53262,,,,,,,,
Deloitte India,Mahalakshmi Layout Pipeline Park 2,,West Zone,,,D-197,13.00024,77.53274,,,,,,,,
Deloitte India,Mahalakshmi Layout Pipeline Park 2,,West Zone,,,D-198,13.00008,77.53202,,,,,,,,
Deloitte India,Mahalakshmi Layout Pipeline Park 2,,West Zone,,,D-199,13.00008,77.53209,,,,,,,,
Deloitte India,Mahalakshmi Layout Pipeline Park 2,,West Zone,,,D-200,13.00015,77.53239,,,,,,,,
Deloitte India,Mahalakshmi Layout Pipeline Park 2,,West Zone,,,D-201,13.00013,77.53249,,,,,,,,
Deloitte India,Mahalakshmi Layout Pipeline Park 1,,West Zone,,,D-186,13.00048,77.53382,,,,,,,,
Deloitte India,Mahalakshmi Layout Pipeline Park 1,,West Zone,,,D-187,13.00054,77.5339,,,,,,,,
Deloitte India,Mahalakshmi Layout Pipeline Park 1,,West Zone,,,D-188,13.00058,77.53402,,,,,,,,
Deloitte India,Mahalakshmi Layout Pipeline Park 1,,West Zone,,,D-189,13.00073,77.53458,,,,,,,,
Deloitte India,Mahalakshmi Layout Pipeline Park 1,,West Zone,,,D-190,13.00067,77.53428,,,,,,,,
Deloitte India,Mahalakshmi Layout Pipeline Park 1,,West Zone,,,D-191,13.00061,77.53408,,,,,,,,
Deloitte India,Mahalakshmi Layout Pipeline Park 1,,West Zone,,,D-192,13.00069,77.53442,,,,,,,,
Deloitte India,Mahalakshmi Layout Bhovi palya Park 1,,West Zone,,,D-201,13.00769,77.54455,,,,,,,,
Deloitte India,Mahalakshmi Layout Bhovi palya Park 1,,West Zone,,,D-202,13.00753,77.54464,,,,,,,,
Deloitte India,Mahalakshmi Layout Bhovi palya Park 1,,West Zone,,,D-203,13.0075,77.54463,,,,,,,,
Deloitte India,Mahalakshmi Layout Bhovi palya Park 1,,West Zone,,,D-204,13.00751,77.54473,,,,,,,,
Kennametal,Doddabidarakullu Kalabaireswara,,RR Nagar Zone,,,PW-01,13.03072,77.48383,,,,,,,,
Kennametal,Doddabidarakullu Kalabaireswara,,RR Nagar Zone,,,PW-02,13.03077,77.48393,,,,,,,,
Kennametal,Doddabidarakullu Kalabaireswara,,RR Nagar Zone,,,PW-03,13.0308,77.48403,,,,,,,,
Kennametal,Doddabidarakullu Kalabaireswara,,RR Nagar Zone,,,PW-04,13.03071,77.48412,,,,,,,,
Kennametal,Doddabidarakullu Kalabaireswara,,RR Nagar Zone,,,PW-07,13.03061,77.48432,,,,,,,,
Kennametal,Doddabidarakullu Kalabaireswara,,RR Nagar Zone,,,PW-09,13.03052,77.4841,,,,,,,,
Kennametal,Doddabidarakullu Kalabaireswara,,RR Nagar Zone,,,PW-10,13.0306,77.48411,,,,,,,,
Kennametal,Doddabidarakullu Kalabaireswara,,RR Nagar Zone,,,PW-11,13.03085,77.484,,,,,,,,
Kennametal,Doddabidarakullu Kalabaireswara,,RR Nagar Zone,,,PW-12,13.03077,77.48389,,,,,,,,
Kennametal,Doddabidarakullu Kalabaireswara,,RR Nagar Zone,,,PW-15,13.03056,77.48388,,,,,,,,
Kennametal,Doddabidarakullu Kalabaireswara,,RR Nagar Zone,,,PW-14,13.03067,77.4843,,,,,,,,
Kennametal,Doddabidarakullu Kalabaireswara,,RR Nagar Zone,,,PW-17,13.03036,77.48393,,,,,,,,
Kennametal,Doddabidarakullu Kalabaireswara,,RR Nagar Zone,,,PW-18,13.03033,77.48409,,,,,,,,
Kennametal,Doddabidarakullu Kalabaireswara,,RR Nagar Zone,,,PW-19,13.03029,77.48419,,,,,,,,
Kennametal,Doddabidarakullu Kalabaireswara,,RR Nagar Zone,,,PW-20,13.03017,77.4841,,,,,,,,
Kennametal,Doddabidarakullu Kalabaireswara,,RR Nagar Zone,,,PW-21,13.03027,77.48398,,,,,,,,
Kennametal,Doddabidarakullu Kalabaireswara,,RR Nagar Zone,,,PW-22,13.03022,77.48386,,,,,,,,
Kennametal,Doddabidarakullu Kalabaireswara,,RR Nagar Zone,,,PW-16,13.0304,77.48383,,,,,,,,
Kennametal,Doddabidarakullu Kalabaireswara,,RR Nagar Zone,,,PW-23,13.03021,77.48395,,,,,,,,
Kennametal,Doddabidarakullu Kalabaireswara,,RR Nagar Zone,,,PW-13,13.03062,77.48401,,,,,,,,
Informatica,Nadaprabhu Kempegowdara Sose Lakshmidevi Park,,RR Nagar Zone,,,INFORMATICA-84,13.02949,77.52302,,,,,,,,
Informatica,Nadaprabhu Kempegowdara Sose Lakshmidevi Park,,RR Nagar Zone,,,INFORMATICA-85,13.02943,77.52302,,,,,,,,
Informatica,Nadaprabhu Kempegowdara Sose Lakshmidevi Park,,RR Nagar Zone,,,INFORMATICA-86,13.02933,77.52318,,,,,,,,
Informatica,Nadaprabhu Kempegowdara Sose Lakshmidevi Park,,RR Nagar Zone,,,INFORMATICA-87,13.02951,77.5233,,,,,,,,
Informatica,Nadaprabhu Kempegowdara Sose Lakshmidevi Park,,RR Nagar Zone,,,INFORMATICA-88,13.02949,77.52344,,,,,,,,
Informatica,Nadaprabhu Kempegowdara Sose Lakshmidevi Park,,RR Nagar Zone,,,INFORMATICA-89,13.02964,77.52378,,,,,,,,
Informatica,Ex.Chairman A Muniswamappa Park,,RR Nagar Zone,,,INFORMATICA-90,13.0292,77.53533,,,,,,,,
Informatica,Ex.Chairman A Muniswamappa Park,,RR Nagar Zone,,,INFORMATICA-91,13.02938,77.53538,,,,,,,,
Informatica,Ex.Chairman A Muniswamappa Park,,RR Nagar Zone,,,INFORMATICA-92,13.02949,77.53556,,,,,,,,
Informatica,Ex.Chairman A Muniswamappa Park,,RR Nagar Zone,,,INFORMATICA-93,13.02961,77.53566,,,,,,,,
Informatica,Ex.Chairman A Muniswamappa Park,,RR Nagar Zone,,,INFORMATICA-94,13.02973,77.53545,,,,,,,,
Informatica,Ex.Chairman A Muniswamappa Park,,RR Nagar Zone,,,INFORMATICA-95,13.02957,77.53543,,,,,,,,
Informatica,Ex.Chairman A Muniswamappa Park,,RR Nagar Zone,,,INFORMATICA-96,13.0295,77.53531,,,,,,,,
Mphasis,Lalbagh,,Bommanahalli Zone,,,M-183,12.94785,77.58057,,,,,,,,
Mphasis,Lalbagh,,Bommanahalli Zone,,,M-184,12.9478,77.58054,,,,,,,,
Mphasis,Lalbagh,,Bommanahalli Zone,,,M-185,12.94901,77.58713,,,,,,,,
Mphasis,Lalbagh,,Bommanahalli Zone,,,M-186,12.94779,77.58046,,,,,,,,
Mphasis,Lalbagh,,Bommanahalli Zone,,,M-187,12.9478,77.58467,,,,,,,,
Mphasis,Lalbagh,,Bommanahalli Zone,,,M-188,12.94784,77.58479,,,,,,,,
Mphasis,Lalbagh,,Bommanahalli Zone,,,M-189,12.94809,77.58496,,,,,,,,
Mphasis,Lalbagh,,Bommanahalli Zone,,,M-190,12.94816,77.58506,,,,,,,,
Mphasis,Lalbagh,,Bommanahalli Zone,,,M-191,12.94825,77.58515,,,,,,,,
Mphasis,Lalbagh,,Bommanahalli Zone,,,M-192,12.94833,77.58516,,,,,,,,
Mphasis,Lalbagh,,Bommanahalli Zone,,,M-193,12.94844,77.58515,,,,,,,,
Mphasis,Lalbagh,,Bommanahalli Zone,,,M-194,12.94859,77.58524,,,,,,,,
Mphasis,Lalbagh,,Bommanahalli Zone,,,M-195,12.94861,77.58528,,,,,,,,
Swiss Re Foundation,"4th Main park,Sector 7",,Bommanahalli Zone,,,S-26,12.91073,77.63162,,,,,,,,
Swiss Re Foundation,"4th Main park,Sector 7",,Bommanahalli Zone,,,S-27,12.9105,77.63146,,,,,,,,
Swiss Re Foundation,"4th Main park,Sector 7",,Bommanahalli Zone,,,S-28,12.91049,77.63137,,,,,,,,
Swiss Re Foundation,"4th Main park,Sector 7",,Bommanahalli Zone,,,S-32,12.91085,77.63119,,,,,,,,
Swiss Re Foundation,"4th Main park,Sector 7",,Bommanahalli Zone,,,S-31,12.9109,77.63139,,,,,,,,
Swiss Re Foundation,"4th Main park,Sector 7",,Bommanahalli Zone,,,S-29,12.91079,77.63114,,,,,,,,
Swiss Re Foundation,"4th Main park,Sector 7",,Bommanahalli Zone,,,S-30,12.91058,77.63122,,,,,,,,
Swiss Re Foundation,"8A Main Park,Sector 7",,Bommanahalli Zone,,,S-1,12.90919,77.63348,,,,,,,,
Swiss Re Foundation,"8A Main Park,Sector 7",,Bommanahalli Zone,,,S-2,12.90934,77.63369,,,,,,,,
Swiss Re Foundation,"8A Main Park,Sector 7",,Bommanahalli Zone,,,S-3,12.90924,77.63368,,,,,,,,
Swiss Re Foundation,"8A Main Park,Sector 7",,Bommanahalli Zone,,,S-4,12.90918,77.63377,,,,,,,,
Swiss Re Foundation,"8A Main Park,Sector 7",,Bommanahalli Zone,,,S-6,12.90918,77.63382,,,,,,,,
Swiss Re Foundation,"8A Main Park,Sector 7",,Bommanahalli Zone,,,S-7,12.90915,77.63367,,,,,,,,
Swiss Re Foundation,"8A Main Park,Sector 7",,Bommanahalli Zone,,,S-8,12.90921,77.6336,,,,,,,,
Swiss Re Foundation,"8A Main Park,Sector 7",,Bommanahalli Zone,,,S-9,12.9092,77.63348,,,,,,,,
Swiss Re Foundation,"8A Main Park,Sector 7",,Bommanahalli Zone,,,S-10,12.90928,77.63334,,,,,,,,
Swiss Re Foundation,"8A Main Park,Sector 7",,Bommanahalli Zone,,,S-5,12.90924,77.63334,,,,,,,,
Mphasis,Lalbagh,,Bommanahalli Zone,,,M-196,12.94863,77.58535,,,,,,,,
Mphasis,Lalbagh,,Bommanahalli Zone,,,M-197,12.9472,77.58808,,,,,,,,
Mphasis,Lalbagh,,Bommanahalli Zone,,,M-198,12.94905,77.58716,,,,,,,,
Mphasis,Lalbagh,,Bommanahalli Zone,,,M-199,12.94864,77.58545,,,,,,,,
Mphasis,Lalbagh,,Bommanahalli Zone,,,M-200,12.94866,77.5855,,,,,,,,
Mphasis,Lalbagh,,Bommanahalli Zone,,,M-201,12.94867,77.5856,,,,,,,,
Mphasis,Lalbagh,,Bommanahalli Zone,,,M-202,12.94866,77.5857,,,,,,,,
Mphasis,Lalbagh,,Bommanahalli Zone,,,M-203,12.94862,77.58581,,,,,,,,
Mphasis,Lalbagh,,Bommanahalli Zone,,,M-204,12.94855,77.58602,,,,,,,,
Mphasis,Lalbagh,,Bommanahalli Zone,,,M-205,12.94821,77.58594,,,,,,,,
Mphasis,Lalbagh,,Bommanahalli Zone,,,M-206,12.94889,77.58611,,,,,,,,
Mphasis,Lalbagh,,Bommanahalli Zone,,,M-207,12.94979,77.58756,,,,,,,,
Mphasis,Lalbagh,,Bommanahalli Zone,,,M-208,12.94987,77.58765,,,,,,,,
Mphasis,Lalbagh,,Bommanahalli Zone,,,M-209,12.94994,77.58776,,,,,,,,
Mphasis,Lalbagh,,Bommanahalli Zone,,,M-210,12.94904,77.58721,,,,,,,,
Mphasis,Lalbagh,,Bommanahalli Zone,,,M-211,12.95005,77.58805,,,,,,,,
Mphasis,Lalbagh,,Bommanahalli Zone,,,M-212,12.9501,77.58821,,,,,,,,
Mphasis,Lalbagh,,Bommanahalli Zone,,,M-213,12.95013,77.58847,,,,,,,,
Mphasis,Lalbagh,,Bommanahalli Zone,,,M-214,12.95016,77.58848,,,,,,,,
Mphasis,Lalbagh,,Bommanahalli Zone,,,M-215,12.95025,77.58851,,,,,,,,
Mphasis,Lalbagh,,Bommanahalli Zone,,,M-216,12.95028,77.58851,,,,,,,,
Mphasis,Lalbagh,,Bommanahalli Zone,,,M-217,12.95033,77.58852,,,,,,,,
Mphasis,Lalbagh,,Bommanahalli Zone,,,M-218,12.95031,77.58851,,,,,,,,
Mphasis,Lalbagh,,Bommanahalli Zone,,,M-219,12.95038,77.58853,,,,,,,,
Mphasis,Lalbagh,,Bommanahalli Zone,,,M-220,12.95041,77.58857,,,,,,,,
Mphasis,Lalbagh,,Bommanahalli Zone,,,M-221,12.94907,77.58725,,,,,,,,
Mphasis,Lalbagh,,Bommanahalli Zone,,,M-222,12.95039,77.58857,,,,,,,,
Mphasis,Lalbagh,,Bommanahalli Zone,,,M-223,12.95044,77.58856,,,,,,,,
Mphasis,Lalbagh,,Bommanahalli Zone,,,M-224,12.95048,77.58859,,,,,,,,
Mphasis,Lalbagh,,Bommanahalli Zone,,,M-225,12.95057,77.58861,,,,,,,,
Mphasis,Lalbagh,,Bommanahalli Zone,,,M-226,12.95057,77.58858,,,,,,,,
Mphasis,Lalbagh,,Bommanahalli Zone,,,M-227,12.95064,77.58857,,,,,,,,
Mphasis,Lalbagh,,Bommanahalli Zone,,,M-228,12.95067,77.58857,,,,,,,,
Mphasis,Lalbagh,,Bommanahalli Zone,,,M-229,12.95072,77.58859,,,,,,,,
Mphasis,Lalbagh,,Bommanahalli Zone,,,M-230,12.95074,77.5886,,,,,,,,
Mphasis,Lalbagh,,Bommanahalli Zone,,,M-231,12.95075,77.58859,,,,,,,,
KENNAMETAL,JP Park - Mathikere,,RR Nagar Zone,,,PW56,13.0328,77.55133,,,,,,,,
KENNAMETAL,JP Park - Mathikere,,RR Nagar Zone,,,PW57,13.03344,77.55116,,,,,,,,
KENNAMETAL,JP Park - Mathikere,,RR Nagar Zone,,,PW58,13.03436,77.55166,,,,,,,,
KENNAMETAL,JP Park - Mathikere,,RR Nagar Zone,,,PW59,13.03278,77.55131,,,,,,,,
KENNAMETAL,JP Park - Mathikere,,RR Nagar Zone,,,PW60,13.03275,77.55072,,,,,,,,
KENNAMETAL,JP Park - Mathikere,,RR Nagar Zone,,,PW61,13.03409,77.55151,,,,,,,,
KENNAMETAL,JP Park - Mathikere,,RR Nagar Zone,,,PW62,13.03355,77.55099,,,,,,,,
KENNAMETAL,JP Park - Mathikere,,RR Nagar Zone,,,PW63,13.03429,77.55103,,,,,,,,
KENNAMETAL,JP Park - Mathikere,,RR Nagar Zone,,,PW64,13.03436,77.55115,,,,,,,,
KENNAMETAL,JP Park - Mathikere,,RR Nagar Zone,,,PW65,13.03398,77.54995,,,,,,,,
KENNAMETAL,JP Park - Mathikere,,RR Nagar Zone,,,PW66,13.03463,77.55121,,,,,,,,
KENNAMETAL,JP Park - Mathikere,,RR Nagar Zone,,,PW67,13.0344,77.55162,,,,,,,,
KENNAMETAL,JP Park - Mathikere,,RR Nagar Zone,,,PW68,13.03452,77.55156,,,,,,,,
KENNAMETAL,JP Park - Mathikere,,RR Nagar Zone,,,PW69,13.03306,77.55093,,,,,,,,
KENNAMETAL,JP Park - Mathikere,,RR Nagar Zone,,,PW70,13.03434,77.55086,,,,,,,,
KENNAMETAL,JP Park - Mathikere,,RR Nagar Zone,,,PW71,13.03438,77.55095,,,,,,,,
KENNAMETAL,JP Park - Mathikere,,RR Nagar Zone,,,PW72,13.03445,77.5511,,,,,,,,
KENNAMETAL,JP Park - Mathikere,,RR Nagar Zone,,,PW73,13.03516,77.55157,,,,,,,,
KENNAMETAL,JP Park - Mathikere,,RR Nagar Zone,,,PW74,13.03507,77.55177,,,,,,,,
KENNAMETAL,JP Park - Mathikere,,RR Nagar Zone,,,PW75,13.035,77.5516,,,,,,,,
KENNAMETAL,JP Park - Mathikere,,RR Nagar Zone,,,PW76,13.03433,77.55159,,,,,,,,
KENNAMETAL,JP Park - Mathikere,,RR Nagar Zone,,,PW77,13.03409,77.5518,,,,,,,,
KENNAMETAL,JP Park - Mathikere,,RR Nagar Zone,,,PW78,13.03275,77.55123,,,,,,,,
KENNAMETAL,JP Park - Mathikere,,RR Nagar Zone,,,PW79,13.03368,77.55183,,,,,,,,
KENNAMETAL,JP Park - Mathikere,,RR Nagar Zone,,,PW80,13.03336,77.55183,,,,,,,,
KENNAMETAL,JP Park - Mathikere,,RR Nagar Zone,,,PW81,13.03307,77.55164,,,,,,,,
KENNAMETAL,JP Park - Mathikere,,RR Nagar Zone,,,PW82,13.03314,77.55151,,,,,,,,
